User,Link,Clasificador1,Clasificador2,Clasificador3
boston_r_s,https://twitter.com/boston_r_s,Oposición,Oposición,Oposición
OlivaresJacinto,https://twitter.com/OlivaresJacinto,Chavista,Chavista,Chavista
CELISDANIELPIRE,https://twitter.com/CELISDANIELPIRE,Chavista,Chavista,Chavista
mayrar_18,https://twitter.com/mayrar_18,Chavista,Chavista,Chavista
eduarpine,https://twitter.com/eduarpine,Chavista,Chavista,Chavista
castillo86b,https://twitter.com/castillo86b,Chavista,Chavista,Chavista
veroventura20,https://twitter.com/veroventura20,Chavista,Chavista,Chavista
alexmos16,https://twitter.com/alexmos16,Chavista,Ninguno,Chavista
MSucreIutetB,https://twitter.com/MSucreIutetB,Chavista,Chavista,Chavista
larscandanga,https://twitter.com/larscandanga,Chavista,Chavista,Chavista
DanteA_2014,https://twitter.com/DanteA_2014,Oposición,Oposición,Oposición
Turismo_PNF,https://twitter.com/Turismo_PNF,Chavista,Chavista,Chavista
ifop37,https://twitter.com/ifop37,Chavista,Chavista,Chavista
Nelacorazon,https://twitter.com/Nelacorazon,Chavista,Chavista,Chavista
jeeef_amp,https://twitter.com/jeeef_amp,Oposición,Oposición,Oposición
VenezolanoCHZ,https://twitter.com/VenezolanoCHZ,Chavista,Chavista,Chavista
SimonMarinFUTPV,https://twitter.com/SimonMarinFUTPV,Chavista,Chavista,Chavista
TinacoClapPoliD,https://twitter.com/TinacoClapPoliD,Chavista,Chavista,Chavista
La_DEA_tecojera,https://twitter.com/La_DEA_tecojera,Oposición,Oposición,Oposición
TeresaTinedo,https://twitter.com/TeresaTinedo,Chavista,Ninguno,Chavista
EmbacubaCol,https://twitter.com/EmbacubaCol,Chavista,Chavista,Chavista
garofanoantoni1,https://twitter.com/garofanoantoni1,Oposición,Oposición,Oposición
cbst_portuguesa,https://twitter.com/cbst_portuguesa,Chavista,Chavista,Chavista
feluchomora,https://twitter.com/feluchomora,Chavista,Chavista,Chavista
profemision,https://twitter.com/profemision,Chavista,Chavista,Chavista
fj2baptista,https://twitter.com/fj2baptista,Chavista,Chavista,Chavista
joseglopezs,https://twitter.com/joseglopezs,Chavista,Chavista,Chavista
Btasbaloncesto,https://twitter.com/Btasbaloncesto,Chavista,Chavista,Chavista
Android_MKXL,https://twitter.com/Android_MKXL,Chavista,Chavista,Chavista
silosvotes,https://twitter.com/silosvotes,Ninguno,Ninguno,Ninguno
maykercastillo,https://twitter.com/maykercastillo,Chavista,Chavista,Chavista
neochem2012,https://twitter.com/neochem2012,Chavista,Chavista,Chavista
OeaRoma,https://twitter.com/OeaRoma,Chavista,Chavista,Chavista
Militante_Arg,https://twitter.com/Militante_Arg,Chavista,Chavista,Chavista
futpv,https://twitter.com/futpv,Chavista,Chavista,Chavista
SuperTomecho,https://twitter.com/SuperTomecho,Chavista,Chavista,Chavista
yelitzePSUV_,https://twitter.com/yelitzePSUV_,Chavista,Chavista,Chavista
elena2760,https://twitter.com/elena2760,Oposición,Oposición,Oposición
CELIAMORENO7,https://twitter.com/CELIAMORENO7,Chavista,Chavista,Chavista
kamaleon277,https://twitter.com/kamaleon277,Chavista,Chavista,Chavista
_ElCirujano_,https://twitter.com/_ElCirujano_,Ninguno,Ninguno,Ninguno
Colectivoghpp,https://twitter.com/Colectivoghpp,Chavista,Chavista,Chavista
MotoDeniPirueta,https://twitter.com/MotoDeniPirueta,Chavista,Chavista,Chavista
pasoomu,https://twitter.com/pasoomu,Chavista,Chavista,Chavista
Libeluz,https://twitter.com/Libeluz,Oposición,Oposición,Oposición
AlejandroVGpsuv,https://twitter.com/AlejandroVGpsuv,Chavista,Chavista,Chavista
edrick_santiago,https://twitter.com/edrick_santiago,Chavista,Chavista,Chavista
Harry_cavs,https://twitter.com/Harry_cavs,Chavista,Chavista,Chavista
JPSUVUruguay,https://twitter.com/JPSUVUruguay,Chavista,Chavista,Chavista
liscatania,https://twitter.com/liscatania,Chavista,Chavista,Chavista
niviamontero,https://twitter.com/niviamontero,Chavista,Chavista,Chavista
laurymejesco,https://twitter.com/laurymejesco,Chavista,Chavista,Chavista
marycfpgpcrsa,https://twitter.com/marycfpgpcrsa,Chavista,Chavista,Chavista
GNB_BarinasD331,https://twitter.com/GNB_BarinasD331,Chavista,Chavista,Chavista
daboin19,https://twitter.com/daboin19,Ninguno,Ninguno,Ninguno
AraujoFredy,https://twitter.com/AraujoFredy,Chavista,Chavista,Chavista
NeilynPen,https://twitter.com/NeilynPen,Chavista,Ninguno,Ninguno
peralesjj11,https://twitter.com/peralesjj11,Chavista,Chavista,Chavista
sapinaessucre,https://twitter.com/sapinaessucre,Chavista,Chavista,Chavista
santigalvan25,https://twitter.com/santigalvan25,Chavista,Chavista,Chavista
torresreina,https://twitter.com/torresreina,Chavista,Chavista,Chavista
AyMassi,https://twitter.com/AyMassi,Chavista,Chavista,Chavista
jcgomez_2006,https://twitter.com/jcgomez_2006,Ninguno,Ninguno,Ninguno
josejavier_p,https://twitter.com/josejavier_p,Chavista,Chavista,Chavista
sucreoscar,https://twitter.com/sucreoscar,Chavista,Chavista,Chavista
Pichisal1,https://twitter.com/Pichisal1,Chavista,Chavista,Chavista
RicardoChew,https://twitter.com/RicardoChew,Ninguno,Chavista,Ninguno
Alfa2xx3,https://twitter.com/Alfa2xx3,Chavista,Chavista,Chavista
PetraRondon5,https://twitter.com/PetraRondon5,Chavista,Chavista,Chavista
Conpancho4F,https://twitter.com/Conpancho4F,Chavista,Chavista,Chavista
RogerMiguelPSUV,https://twitter.com/RogerMiguelPSUV,Chavista,Chavista,Chavista
prensauptaragua,https://twitter.com/prensauptaragua,Chavista,Chavista,Chavista
El_W3sT,https://twitter.com/El_W3sT,Ninguno,Ninguno,Ninguno
GiovanniNL,https://twitter.com/GiovanniNL,Chavista,Chavista,Chavista
jeorgejuventud,https://twitter.com/jeorgejuventud,Chavista,Chavista,Chavista
luisgomezca,https://twitter.com/luisgomezca,Chavista,Chavista,Chavista
EmbaVenUruguay,https://twitter.com/EmbaVenUruguay,Chavista,Chavista,Chavista
AsdrubalFilos,https://twitter.com/AsdrubalFilos,Chavista,Chavista,Chavista
VZLA_CANDANGA_,https://twitter.com/VZLA_CANDANGA_,Chavista,Chavista,Chavista
HombreRoca,https://twitter.com/HombreRoca,Ninguno,Ninguno,Ninguno
mjradita,https://twitter.com/mjradita,Chavista,Chavista,Chavista
CafedeVenezuela,https://twitter.com/CafedeVenezuela,Chavista,Chavista,Chavista
LaLibre_,https://twitter.com/LaLibre_,Ninguno,Ninguno,Ninguno
sematpc,https://twitter.com/sematpc,Chavista,Chavista,Chavista
NanitaIX,https://twitter.com/NanitaIX,Ninguno,Oposición,Ninguno
alejandro11688,https://twitter.com/alejandro11688,Chavista,Chavista,Chavista
Monicamejias2,https://twitter.com/Monicamejias2,Chavista,Chavista,Chavista
BenitezVEN,https://twitter.com/BenitezVEN,Chavista,Chavista,Chavista
TuiterosDLaFaja,https://twitter.com/TuiterosDLaFaja,Chavista,Chavista,Chavista
clujan0,https://twitter.com/clujan0,Chavista,Chavista,Chavista
pinedaj412,https://twitter.com/pinedaj412,Chavista,Chavista,Chavista
Jesusepj,https://twitter.com/Jesusepj,Ninguno,Ninguno,Ninguno
chaborrin,https://twitter.com/chaborrin,Chavista,Chavista,Chavista
oficialNCR,https://twitter.com/oficialNCR,Chavista,Chavista,Chavista
fernandoJVN,https://twitter.com/fernandoJVN,Oposición,Oposición,Oposición
Gabriel_Veroes1,https://twitter.com/Gabriel_Veroes1,Oposición,Oposición,Oposición
HAnhelvita,https://twitter.com/HAnhelvita,Ninguno,Ninguno,Ninguno
DrOscarOrtega22,https://twitter.com/DrOscarOrtega22,Ninguno,Oposición,Ninguno
japo1963,https://twitter.com/japo1963,Chavista,Chavista,Chavista
yicsoarrias,https://twitter.com/yicsoarrias,Chavista,Chavista,Chavista
GabrielHDEZZ,https://twitter.com/GabrielHDEZZ,Chavista,Chavista,Chavista
bricenojax1,https://twitter.com/bricenojax1,Chavista,Chavista,Chavista
edmelzp,https://twitter.com/edmelzp,Ninguno,Ninguno,Ninguno
debora13pereira,https://twitter.com/debora13pereira,Ninguno,Ninguno,Ninguno
realalejo,https://twitter.com/realalejo,Chavista,Chavista,Chavista
FabiolaJoseVzla,https://twitter.com/FabiolaJoseVzla,Chavista,Chavista,Chavista
JSLugoR,https://twitter.com/JSLugoR,Chavista,Chavista,Chavista
omar_rivaspsuv,https://twitter.com/omar_rivaspsuv,Chavista,Chavista,Chavista
quiendijodonde,https://twitter.com/quiendijodonde,Chavista,Chavista,Chavista
mpoesiaradical,https://twitter.com/mpoesiaradical,Chavista,Ninguno,Ninguno
MechiAfonso,https://twitter.com/MechiAfonso,Chavista,Chavista,Chavista
ojoCatatumbence,https://twitter.com/ojoCatatumbence,Chavista,Chavista,Chavista
RobertSerraBri2,https://twitter.com/RobertSerraBri2,Chavista,Chavista,Chavista
muderechos,https://twitter.com/muderechos,Chavista,Chavista,Chavista
Adriveronica1,https://twitter.com/Adriveronica1,Chavista,Chavista,Chavista
ExtRuralGuarico,https://twitter.com/ExtRuralGuarico,Chavista,Chavista,Chavista
Monagas_Fondas,https://twitter.com/Monagas_Fondas,Chavista,Chavista,Chavista
carleslleida,https://twitter.com/carleslleida,Chavista,Chavista,Chavista
mariaguerrera17,https://twitter.com/mariaguerrera17,Chavista,Chavista,Chavista
eloina_mogollon,https://twitter.com/eloina_mogollon,Chavista,Chavista,Chavista
ADILANYMACKOLL,https://twitter.com/ADILANYMACKOLL,Chavista,Chavista,Chavista
yinyerlyn,https://twitter.com/yinyerlyn,Chavista,Chavista,Chavista
jpsjpsuvarisme1,https://twitter.com/jpsjpsuvarisme1,Chavista,Chavista,Chavista
JavierAdaime,https://twitter.com/JavierAdaime,Ninguno,Ninguno,Ninguno
SAREN_MO386,https://twitter.com/SAREN_MO386,Chavista,Chavista,Chavista
LalaRIERA,https://twitter.com/LalaRIERA,Chavista,Chavista,Chavista
PensarAmericas,https://twitter.com/PensarAmericas,Chavista,Chavista,Chavista
Zugen82,https://twitter.com/Zugen82,Chavista,Chavista,Chavista
MACIASS23,https://twitter.com/MACIASS23,Chavista,Chavista,Chavista
DimitrieDas,https://twitter.com/DimitrieDas,Chavista,Chavista,Chavista
gastonmaldolato,https://twitter.com/gastonmaldolato,Ninguno,Ninguno,Ninguno
DuarteLismar,https://twitter.com/DuarteLismar,Chavista,Chavista,Chavista
damepamatala,https://twitter.com/damepamatala,Chavista,Chavista,Chavista
leeattow,https://twitter.com/leeattow,Ninguno,Ninguno,Ninguno
onealru,https://twitter.com/onealru,Chavista,Chavista,Chavista
indignado_sr,https://twitter.com/indignado_sr,Oposición,Oposición,Oposición
NotiCampina,https://twitter.com/NotiCampina,Oposición,Oposición,Oposición
JOHANAM_,https://twitter.com/JOHANAM_,Chavista,Chavista,Chavista
7punto83Hz,https://twitter.com/7punto83Hz,Chavista,Chavista,Chavista
Ejavierm21,https://twitter.com/Ejavierm21,Chavista,Chavista,Chavista
PoesiaGibran,https://twitter.com/PoesiaGibran,Chavista,Chavista,Chavista
pimiento1801,https://twitter.com/pimiento1801,Chavista,Chavista,Chavista
hectord1982,https://twitter.com/hectord1982,Chavista,Chavista,Chavista
chavarriana,https://twitter.com/chavarriana,Chavista,Chavista,Chavista
edgarless,https://twitter.com/edgarless,Chavista,Chavista,Chavista
miranda_aez,https://twitter.com/miranda_aez,Chavista,Chavista,Chavista
luisgomezca,https://twitter.com/luisgomezca,Chavista,Chavista,Chavista
franciscoprojas,https://twitter.com/franciscoprojas,Chavista,Chavista,Chavista
prensazees,https://twitter.com/prensazees,Chavista,Chavista,Chavista
AnalisisdeCoyun,https://twitter.com/AnalisisdeCoyun,Chavista,Chavista,Chavista
MinMujerTrujill,https://twitter.com/MinMujerTrujill,Chavista,Chavista,Chavista
djdavid_,https://twitter.com/djdavid_,Chavista,Chavista,Chavista
mleerescribir,https://twitter.com/mleerescribir,Chavista,Chavista,Chavista
simgle,https://twitter.com/simgle,Chavista,Ninguno,Chavista
siemprecubano,https://twitter.com/siemprecubano,Chavista,Chavista,Chavista
RABSA_OFICIAL,https://twitter.com/RABSA_OFICIAL,Chavista,Chavista,Chavista
carladelmoral,https://twitter.com/carladelmoral,Ninguno,Ninguno,Ninguno
PabloMujica17,https://twitter.com/PabloMujica17,Chavista,Chavista,Chavista
InfoNodal,https://twitter.com/InfoNodal,Ninguno,Ninguno,Ninguno
lossaqueadores,https://twitter.com/lossaqueadores,Chavista,Chavista,Chavista
Labellareina65,https://twitter.com/Labellareina65,Chavista,Chavista,Chavista
joaquingarlo,https://twitter.com/joaquingarlo,Ninguno,Ninguno,Ninguno
SusanaChavista,https://twitter.com/SusanaChavista,Chavista,Chavista,Chavista
GPollaroli,https://twitter.com/GPollaroli,Chavista,Ninguno,Chavista
lopesaura,https://twitter.com/lopesaura,Oposición,Oposición,Oposición
ThisIsDi,https://twitter.com/ThisIsDi,Oposición,Oposición,Oposición
Jjavier_zAPATA,https://twitter.com/Jjavier_zAPATA,Chavista,Chavista,Chavista
UyO_Merlo,https://twitter.com/UyO_Merlo,Chavista,Ninguno,Ninguno
MASTERCELLJD,https://twitter.com/MASTERCELLJD,Oposición,Oposición,Oposición
Mnrr_NvaEsparta,https://twitter.com/Mnrr_NvaEsparta,Chavista,Chavista,Chavista
revolucion923,https://twitter.com/revolucion923,Chavista,Chavista,Chavista
ferrerdupuy,https://twitter.com/ferrerdupuy,Chavista,Chavista,Chavista
CiliaGuevara,https://twitter.com/CiliaGuevara,Ninguno,Chavista,Chavista
NicolasMaduro,https://twitter.com/NicolasMaduro,Chavista,Chavista,Chavista
dcabellor,https://twitter.com/dcabellor,Chavista,Chavista,Chavista
jaarreaza,https://twitter.com/jaarreaza,Chavista,Chavista,Chavista
JauaMiranda,https://twitter.com/JauaMiranda,Chavista,Chavista,Chavista
jorgerpsuv,https://twitter.com/jorgerpsuv,Chavista,Chavista,Chavista
VillegasPoljak,https://twitter.com/VillegasPoljak,Chavista,Chavista,Chavista
ConCiliaFlores,https://twitter.com/ConCiliaFlores,Chavista,Chavista,Chavista
DrodriguezVen,https://twitter.com/DrodriguezVen,Chavista,Chavista,Chavista
RRamirezVE,https://twitter.com/RRamirezVE,Chavista,Chavista,Chavista
blancaePSUV,https://twitter.com/blancaePSUV,Chavista,Chavista,Chavista
JacquelinePSUV,https://twitter.com/JacquelinePSUV,Chavista,Chavista,Chavista
TareckPSUV,https://twitter.com/TareckPSUV,Chavista,Chavista,Chavista
psuvaristobulo,https://twitter.com/psuvaristobulo,Chavista,Chavista,Chavista
HectoRodriguez,https://twitter.com/HectoRodriguez,Chavista,Chavista,Chavista
VielmaEsTachira,https://twitter.com/VielmaEsTachira,Chavista,Chavista,Chavista
irisvarela,https://twitter.com/irisvarela,Chavista,Chavista,Chavista
vladimirpadrino,https://twitter.com/vladimirpadrino,Chavista,Chavista,Chavista
RMarcoTorres,https://twitter.com/RMarcoTorres,Chavista,Chavista,Chavista
jdavidcabello,https://twitter.com/jdavidcabello,Chavista,Chavista,Chavista
wcastroPSUV,https://twitter.com/wcastroPSUV,Chavista,Chavista,Chavista
FreddyBernal,https://twitter.com/FreddyBernal,Chavista,Chavista,Chavista
AmeliachPSUV,https://twitter.com/AmeliachPSUV,Chavista,Chavista,Chavista
LaHojillaenTV,https://twitter.com/LaHojillaenTV,Chavista,Chavista,Chavista
maperezpirela,https://twitter.com/maperezpirela,Chavista,Chavista,Chavista
IzarraDeVerdad,https://twitter.com/IzarraDeVerdad,Chavista,Chavista,Chavista
Maby80,https://twitter.com/Maby80,Chavista,Chavista,Chavista
EscalonaJuanF,https://twitter.com/EscalonaJuanF,Chavista,Chavista,Chavista
taniapsuv,https://twitter.com/taniapsuv,Chavista,Chavista,Chavista
luisjmarcano,https://twitter.com/luisjmarcano,Chavista,Chavista,Chavista
Hernancanorea,https://twitter.com/Hernancanorea,Chavista,Chavista,Chavista
NestorReverol,https://twitter.com/NestorReverol,Chavista,Chavista,Chavista
CarlosMataCMF,https://twitter.com/CarlosMataCMF,Chavista,Chavista,Chavista
RoqueValero,https://twitter.com/RoqueValero,Chavista,Chavista,Chavista
vwinstonv,https://twitter.com/vwinstonv,Chavista,Chavista,Chavista
PedroCarreno_e,https://twitter.com/PedroCarreno_e,Chavista,Chavista,Chavista
AChavezPetroleo,https://twitter.com/AChavezPetroleo,Chavista,Chavista,Chavista
delpinoeulogio,https://twitter.com/delpinoeulogio,Chavista,Chavista,Chavista
ViejoAguero,https://twitter.com/ViejoAguero,Chavista,Chavista,Chavista
saulortegapsuv,https://twitter.com/saulortegapsuv,Chavista,Chavista,Chavista
hugocarvajal4f,https://twitter.com/hugocarvajal4f,Chavista,Chavista,Chavista
dipcarlosf99,https://twitter.com/dipcarlosf99,Chavista,Chavista,Chavista
yelitzePSUV_,https://twitter.com/yelitzePSUV_,Chavista,Chavista,Chavista
EuribesGuevara,https://twitter.com/EuribesGuevara,Chavista,Chavista,Chavista
juanbarretoc,https://twitter.com/juanbarretoc,Chavista,Chavista,Chavista
dariovivaspsuv,https://twitter.com/dariovivaspsuv,Chavista,Chavista,Chavista
DanielPSUV,https://twitter.com/DanielPSUV,Chavista,Chavista,Chavista
BerroteranPSUV,https://twitter.com/BerroteranPSUV,Chavista,Chavista,Chavista
cfariat,https://twitter.com/cfariat,Chavista,Chavista,Chavista
MiguelPerezAbad,https://twitter.com/MiguelPerezAbad,Chavista,Chavista,Chavista
